Level,Date,State FIPS,State Postal Code,County FIPS,County Name,Population_Staying_at_Home,Population_Not_Staying_at_Home,Number of Trips,Number of Trips <1,Number of Trips 1-3,Number of Trips 3-5,Number of Trips 5-10,Number of Trips 10-25,Number of Trips 25-50,Number of Trips 50-100,Number of Trips 100-250,Number of Trips 250-500,Number of Trips >=500,Row ID
State,2020/02/23,17,IL,,,3031878,9709202,48330894,12621112,12525197,6055938,7208127,6573289,2187582,641876,354417,98998,64358,17-00000-20200223
State,2020/02/24,17,IL,,,2747427,9993653,50866979,13198748,12602675,6004581,7487982,7649023,2812811,645263,300246,83673,81977,17-00000-20200224
State,2020/02/25,17,IL,,,2496814,10244266,52358361,13694290,12772130,6098361,7696619,8013867,2904291,687329,325837,84404,81233,17-00000-20200225
State,2020/02/26,17,IL,,,2511109,10229971,49819429,12556482,13024455,6151471,7549838,7230837,2349487,543324,277773,80180,55582,17-00000-20200226
State,2020/02/27,17,IL,,,2524112,10216968,53967431,14104399,13276823,6364589,7958302,8161050,2947321,684556,314110,83804,72477,17-00000-20200227
State,2020/02/28,17,IL,,,2466619,10274461,57443076,14995782,14414865,6843686,8511659,8448707,2985766,732867,351769,84639,73336,17-00000-20200228
State,2020/02/29,17,IL,,,2665918,10075162,56512113,14256444,14614548,7160937,8611261,7989882,2694970,732280,312503,73982,65306,17-00000-20200229
State,2020/03/01,17,IL,,,2868105,9872975,47712864,12636308,12618004,5997969,7117025,6313366,2023022,564510,305407,76516,60737,17-00000-20200301
State,2020/03/02,17,IL,,,2624468,10116612,50959245,13415515,12593861,6023304,7453163,7617227,2778213,642004,287511,72073,76374,17-00000-20200302
State,2020/03/03,17,IL,,,2436098,10304982,51165665,13435952,12349894,5936543,7473877,7793002,2892783,748036,389426,96309,49843,17-00000-20200303
State,2020/03/04,17,IL,,,2462994,10278086,52424447,13780446,12610201,6060511,7700594,7993316,2962119,772386,400025,96510,48339,17-00000-20200304
State,2020/03/05,17,IL,,,2298022,10443058,51327359,13387274,12381500,5968866,7450148,7843383,2956152,774366,410708,102638,52324,17-00000-20200305
State,2020/03/06,17,IL,,,2325747,10415333,53463203,13765541,13137045,6229427,7884945,8045910,2985848,807680,454148,101485,51174,17-00000-20200306
State,2020/03/07,17,IL,,,2509079,10232001,53730055,13816618,13782826,6675278,8014993,7493755,2601562,772092,412585,99025,61321,17-00000-20200307
State,2020/03/08,17,IL,,,2827537,9913543,47690802,12708948,12275701,5934200,7072738,6341110,2118507,671677,402327,104025,61569,17-00000-20200308
State,2020/03/09,17,IL,,,2531088,10209992,49340813,12714691,12023224,5738409,7310955,7563734,2788885,707842,355627,87557,49889,17-00000-20200309
State,2020/03/10,17,IL,,,2473735,10267345,50341294,13038973,12159870,5836494,7426559,7735570,2866133,742213,387630,94053,53799,17-00000-20200310
State,2020/03/11,17,IL,,,2444909,10296171,51535239,14743374,12177948,5620655,7065581,7331702,2917871,859573,545751,157555,115229,17-00000-20200311
State,2020/03/12,17,IL,,,2539691,10201389,49937826,13576057,11923533,5604068,6962770,7327162,2836605,885813,549205,161344,111269,17-00000-20200312
State,2020/03/13,17,IL,,,2501592,10239488,53402042,14715651,13098681,6160447,7558357,7492886,2755070,826390,537491,149444,107625,17-00000-20200313
State,2020/03/14,17,IL,,,3072155,9668925,47574014,12817689,12058397,5786860,6876610,6343838,2238637,720811,463250,144524,123398,17-00000-20200314
State,2020/03/15,17,IL,,,3546876,9194204,42552682,11548733,11343475,5326422,6187271,5373741,1744673,541741,335350,92993,58283,17-00000-20200315
State,2020/03/16,17,IL,,,3065119,9675961,47659923,12517018,11836216,5553312,6952703,7038961,2577666,693066,352099,86863,52019,17-00000-20200316
State,2020/03/17,17,IL,,,3443984,9297096,45609817,12634506,11114749,5087963,6410804,6707527,2457884,687919,360142,98340,49983,17-00000-20200317
State,2020/03/18,17,IL,,,3717575,9023505,42361559,11044415,10147165,4837604,6115276,6529103,2433489,700613,396896,105443,51555,17-00000-20200318
State,2020/03/19,17,IL,,,3736584,9004496,41922159,11112162,10275605,4772552,5963296,6292463,2308147,659725,383344,106984,47881,17-00000-20200319
State,2020/03/20,17,IL,,,3759007,8982073,43677809,11548575,10943855,5051141,6201730,6347441,2330831,688482,403514,107290,54950,17-00000-20200320
State,2020/03/21,17,IL,,,4187901,8553179,39569355,10788618,10644356,4824732,5552065,5066984,1667386,512911,356392,102247,53664,17-00000-20200321
State,2020/03/22,17,IL,,,4396302,8344778,29956182,8792360,8175340,3450575,3909518,3513355,1203108,411619,342499,104125,53683,17-00000-20200322
State,2020/03/23,17,IL,,,3799340,8941740,34876175,9601714,8406550,3858741,4847573,5144754,1967235,582504,333988,88258,44858,17-00000-20200323
State,2020/03/24,17,IL,,,3796719,8944361,35908558,10408002,8563528,3863047,4849686,5157971,1968891,585595,360054,103966,47818,17-00000-20200324
State,2020/03/25,17,IL,,,3755381,8985699,36618067,10888632,8726384,3932612,4898659,5113791,1974766,578584,360090,101564,42985,17-00000-20200325
State,2020/03/26,17,IL,,,3776091,8964989,36283533,10520428,8620610,3927523,4955546,5222665,1964373,580000,349650,101826,40912,17-00000-20200326
State,2020/03/27,17,IL,,,3749866,8991214,36608647,10617790,8922446,3967931,4954920,5155707,1927056,583475,343525,97749,38048,17-00000-20200327
State,2020/03/28,17,IL,,,3980421,8760659,34233653,10187283,9192659,4004840,4585142,4083334,1335288,408752,297330,92886,46139,17-00000-20200328
State,2020/03/29,17,IL,,,4314436,8426644,30688269,9295331,8347065,3557160,4008856,3513715,1151811,373651,295523,93125,52032,17-00000-20200329
State,2020/03/30,17,IL,,,3722527,9018553,36767637,10823289,8848782,4052830,4982640,5162103,1910639,557451,302995,84114,42794,17-00000-20200330
State,2020/03/31,17,IL,,,3837471,8903609,35537498,10243637,8447879,3852492,4823639,5159169,1943962,574747,342596,101770,47607,17-00000-20200331
State,2020/04/01,17,IL,,,3764562,8976518,37354179,11032511,9068095,4099943,5007787,5195332,1900367,585058,328774,94644,41668,17-00000-20200401
State,2020/04/02,17,IL,,,3786554,8954526,36711750,10776950,8841434,4021492,4947776,5155533,1905791,580572,342557,97356,42289,17-00000-20200402
State,2020/04/03,17,IL,,,3647485,9093595,38600656,11184385,9589312,4369709,5268990,5327256,1889226,561647,295318,74606,40207,17-00000-20200403
State,2020/04/04,17,IL,,,4040208,8700872,33488709,9545308,8926959,4051650,4636740,4160242,1346583,414256,267886,87714,51371,17-00000-20200404
State,2020/04/05,17,IL,,,4240634,8500446,31890163,9582678,8791265,3771674,4196773,3590143,1170471,385851,265894,82612,52802,17-00000-20200405
State,2020/04/06,17,IL,,,3806748,8934332,37042443,10694721,9041766,4179106,5108114,5242846,1880126,548397,256740,63732,26895,17-00000-20200406
State,2020/04/07,17,IL,,,3719685,9021395,38656964,11526327,9421447,4310117,5238329,5338822,1928626,543325,260950,64100,24921,17-00000-20200407
State,2020/04/08,17,IL,,,3711471,9029609,37705739,11027475,9122452,4166051,5147574,5306099,1983273,558086,290307,76080,28342,17-00000-20200408
State,2020/04/09,17,IL,,,3835191,8905889,37207366,10597990,9012618,4095013,5171670,5392218,1996661,550678,286333,74547,29638,17-00000-20200409
State,2020/04/10,17,IL,,,3680757,9060323,39194428,11118312,9897579,4520261,5471865,5430098,1858366,527429,269688,69865,30965,17-00000-20200410
State,2020/04/11,17,IL,,,3878874,8862206,37851075,11130514,10207077,4575783,5246490,4576271,1405621,395894,219816,61988,31621,17-00000-20200411
State,2020/04/12,17,IL,,,4561081,8179999,28238488,8837854,7656128,3251721,3691709,3227274,1006141,296384,181270,57429,32578,17-00000-20200412
State,2020/04/13,17,IL,,,3928055,8813025,36680364,10598494,8866649,4077973,5106574,5274963,1909303,519456,242520,58838,25594,17-00000-20200413
State,2020/04/14,17,IL,,,3791682,8949398,36411450,12158329,8528152,3627038,4534340,4743542,1772420,537565,350138,108987,50939,17-00000-20200414
State,2020/04/15,17,IL,,,3689100,9051980,34992401,10787679,8353725,3681174,4583156,4764649,1780096,557295,329099,104666,50862,17-00000-20200415
State,2020/04/16,17,IL,,,3843886,8897194,33173963,9318458,7971082,3701880,4630755,4805501,1768989,523871,304572,103057,45798,17-00000-20200416
State,2020/04/17,17,IL,,,3598830,9142250,35989001,11326924,8799489,3737352,4664476,4745729,1693780,531485,347476,92347,49943,17-00000-20200417
State,2020/04/18,17,IL,,,3947316,8793764,36695976,11291764,9686276,4217061,4903409,4415422,1402541,392716,246725,82943,57119,17-00000-20200418
State,2020/04/19,17,IL,,,4032944,8708136,30685586,9087038,8672273,3552774,4047073,3484401,1115661,352008,247646,78081,48631,17-00000-20200419
State,2020/04/20,17,IL,,,3462331,9278749,37245464,10983915,9409611,4045855,4924742,5035918,1838727,574204,288654,89530,54308,17-00000-20200420
State,2020/04/21,17,IL,,,3701374,9039706,39087939,10883148,9467082,4459815,5580547,5673139,2060972,574547,287343,75822,25524,17-00000-20200421
State,2020/04/22,17,IL,,,3649760,9091320,38322131,10676164,9273333,4320154,5375703,5639914,2076097,563806,294860,76674,25426,17-00000-20200422
State,2020/04/23,17,IL,,,3613499,9127581,38718805,10508249,9440937,4418712,5527372,5753781,2055374,585729,320232,82848,25571,17-00000-20200423
State,2020/04/24,17,IL,,,3569130,9171950,39935095,10900340,9875623,4614514,5702049,5788836,2072131,575797,307005,74373,24427,17-00000-20200424
State,2020/04/25,17,IL,,,3901618,8839462,35647743,9287133,9673156,4440928,5206710,4754376,1510609,421610,255775,69882,27564,17-00000-20200425
State,2020/04/26,17,IL,,,3922044,8819036,36706719,10444878,10110338,4508034,5107162,4430009,1390219,397529,226669,63317,28564,17-00000-20200426
State,2020/04/27,17,IL,,,3596602,9144478,39165794,10693888,9698768,4491714,5608869,5700564,2054457,547465,277837,67240,24992,17-00000-20200427
State,2020/04/28,17,IL,,,3590529,9150551,39991461,11245675,9889585,4541598,5627092,5706151,2051900,560834,271855,72517,24254,17-00000-20200428
State,2020/04/29,17,IL,,,3667839,9073241,36898260,9552451,9008840,4270137,5382495,5651560,2054774,570529,303770,76264,27440,17-00000-20200429
State,2020/04/30,17,IL,,,3566557,9174523,40223498,10840102,10034041,4628381,5750089,5909549,2083647,572013,307332,76231,22113,17-00000-20200430
State,2020/05/01,17,IL,,,3373660,9367420,44163038,12351343,11287488,5171552,6197500,6076785,2137218,575125,284029,62802,19196,17-00000-20200501
State,2020/05/02,17,IL,,,3535230,9205850,42703592,12257936,11355546,5212416,5984665,5328022,1735547,500098,245849,60295,23218,17-00000-20200502
State,2020/05/03,17,IL,,,3840350,8900730,37289132,10822970,10304697,4551923,5138648,4370017,1370412,408676,236109,62246,23434,17-00000-20200503
State,2020/05/04,17,IL,,,3489125,9251955,40890921,11197222,10149736,4748692,5880067,5931755,2066836,567940,265629,61388,21656,17-00000-20200504
State,2020/05/05,17,IL,,,3560288,9180792,39175112,10189457,9791427,4545670,5707547,5867691,2093075,593877,290594,74083,21691,17-00000-20200505
State,2020/05/06,17,IL,,,3512893,9228187,41253090,11601946,10011185,4722077,5814746,5982043,2107173,592646,303905,82821,34548,17-00000-20200506
State,2020/05/07,17,IL,,,3471045,9270035,41682947,11748547,10192837,4717326,5892694,5963667,2126598,603183,313957,85571,38567,17-00000-20200507
State,2020/05/08,17,IL,,,3494749,9246331,42117065,11349830,10518724,4939885,6045965,6117100,2138558,608615,301424,72493,24471,17-00000-20200508
State,2020/05/09,17,IL,,,3597592,9143488,42053712,11491217,11237882,5208471,6081027,5421564,1752078,506862,263623,65877,25111,17-00000-20200509
State,2020/05/10,17,IL,,,3890820,8850260,34638544,8871257,9617352,4381690,5039516,4493034,1468338,431647,240837,68284,26589,17-00000-20200510
State,2020/05/11,17,IL,,,3108737,9632343,43649983,12282266,10476887,4933857,6221434,6423469,2294543,627374,298431,67774,23948,17-00000-20200511
State,2020/05/12,17,IL,,,3030512,9710568,45515456,13302336,10797832,5083638,6318018,6535328,2384129,657525,327920,84439,24291,17-00000-20200512
State,2020/05/13,17,IL,,,3089382,9651698,43654549,12740154,10297242,4810573,6046867,6310537,2316536,664103,341397,93162,33978,17-00000-20200513
State,2020/05/14,17,IL,,,3144204,9596876,40817162,11419764,9684922,4513845,5721682,6060334,2267954,660512,357838,95971,34340,17-00000-20200514
State,2020/05/15,17,IL,,,3016634,9724446,44095928,12603027,10594294,4966266,6137727,6304560,2320422,679535,355473,95535,39089,17-00000-20200515
State,2020/05/16,17,IL,,,3238329,9502751,43590039,12671773,11305381,5190120,6059643,5520898,1858515,562206,296872,85693,38938,17-00000-20200516
State,2020/05/17,17,IL,,,3423008,9318072,37684455,10483489,10166392,4626104,5185346,4677116,1559900,518052,344916,89760,33380,17-00000-20200517
State,2020/05/18,17,IL,,,2730858,10010222,46555343,12944711,11223189,5300097,6637260,6806666,2512193,704448,335297,72404,19078,17-00000-20200518
State,2020/05/19,17,IL,,,2742627,9998453,45979651,12789025,10916858,5123216,6484817,6855142,2595754,721146,378580,92930,22183,17-00000-20200519
State,2020/05/20,17,IL,,,2672168,10068912,48394498,13932208,11481160,5443560,6678654,6976176,2602615,761156,397320,97267,24382,17-00000-20200520
State,2020/05/21,17,IL,,,2573210,10167870,48885428,13979239,11683320,5409829,6803493,7046748,2624525,774658,421099,105428,37089,17-00000-20200521
State,2020/05/22,17,IL,,,2475747,10265333,50713177,14406604,12258592,5725393,7081813,7168650,2640144,827946,459603,104138,40294,17-00000-20200522
State,2020/05/23,17,IL,,,2784569,9956511,47815305,13941081,12259082,5705522,6669398,6021089,2059301,658531,363181,96357,41763,17-00000-20200523
State,2020/05/24,17,IL,,,3308731,9432349,40591828,11900156,10635543,4858633,5539791,4950872,1696215,588237,295086,73814,53481,17-00000-20200524
State,2020/05/25,17,IL,,,3320395,9420685,38219494,11074385,10019053,4518154,5241298,4700756,1635318,567047,327107,82988,53388,17-00000-20200525
State,2020/05/26,17,IL,,,3001255,9739825,43171218,12074075,10374264,4928197,6127102,6232640,2298235,669780,324844,84683,57398,17-00000-20200526
State,2020/05/27,17,IL,,,2971455,9769625,45291802,12979057,10768545,5069449,6321720,6535764,2410145,710538,364130,98631,33823,17-00000-20200527
State,2020/05/28,17,IL,,,3019824,9721256,44129367,12697708,10500994,4915777,6105676,6317480,2397293,694220,381870,90898,27451,17-00000-20200528
State,2020/05/29,17,IL,,,3151481,9589599,45713330,13087722,11156581,5231002,6354451,6448002,2333807,671270,333608,73886,23001,17-00000-20200529
State,2020/05/30,17,IL,,,3227350,9513730,46372913,13622765,11828780,5523104,6489971,5878372,2000236,627896,306082,71766,23941,17-00000-20200530
State,2020/05/31,17,IL,,,3472050,9269030,41091736,12250152,10799214,4809374,5616197,4966051,1699219,563037,290680,70868,26944,17-00000-20200531
State,2020/06/01,17,IL,,,3149460,9591620,42871974,12349611,10646003,4888787,5924049,5943320,2156211,591048,281611,65033,26301,17-00000-20200601
State,2020/06/02,17,IL,,,3130338,9610742,43719846,12651329,10486541,4872459,6072942,6204845,2288985,668582,352298,90121,31744,17-00000-20200602
State,2020/06/03,17,IL,,,2846732,9894348,46883908,13423438,11190403,5304628,6591510,6717188,2476808,705174,353928,88091,32740,17-00000-20200603
State,2020/06/04,17,IL,,,2832644,9908436,45882794,13050152,10979182,5172059,6458915,6619685,2413533,695768,365013,94220,34267,17-00000-20200604
State,2020/06/05,17,IL,,,2785693,9955387,47817485,13540117,11533519,5480188,6761145,6763724,2458911,752684,398577,94155,34465,17-00000-20200605
State,2020/06/06,17,IL,,,3218488,9522592,42755296,11896980,11065348,5201542,6212261,5585403,1855256,560121,277785,67299,33301,17-00000-20200606
State,2020/06/07,17,IL,,,3155295,9585785,41177614,11310112,11039154,5053090,5826599,5090692,1779998,619561,335225,81513,41670,17-00000-20200607
State,2020/06/08,17,IL,,,2694774,10046306,48158700,13320848,11762123,5632384,6928266,6912941,2493642,687380,319487,72263,29366,17-00000-20200608
State,2020/06/09,17,IL,,,2943972,9797108,43158712,11795982,10236556,4898538,6248323,6466092,2392284,667813,328761,87355,37008,17-00000-20200609
State,2020/06/10,17,IL,,,2931646,9809434,44612688,12722080,10619711,4982361,6270625,6451320,2384521,683999,359049,93632,45390,17-00000-20200610
State,2020/06/11,17,IL,,,2786952,9954128,47529997,13461652,11408860,5423487,6731821,6827215,2464388,717247,361966,92856,40505,17-00000-20200611
State,2020/06/12,17,IL,,,2827042,9914038,47023105,13239221,11298686,5386793,6699781,6669949,2443770,753492,403098,90660,37655,17-00000-20200612
State,2020/06/13,17,IL,,,2938730,9802350,48083309,13840546,12115640,5767727,6835163,6221132,2123323,723062,347144,79781,29791,17-00000-20200613
State,2020/06/14,17,IL,,,3272490,9468590,40432413,11802626,10189317,4808912,5613737,5040203,1788767,687537,369426,89999,41889,17-00000-20200614
State,2020/06/15,17,IL,,,3018627,9722453,43942269,12577623,10479870,4965267,6242295,6257263,2299746,671860,333443,81962,32940,17-00000-20200615
State,2020/06/16,17,IL,,,3000172,9740908,45858542,13287160,10838268,5124494,6460376,6575184,2407718,701964,346936,86982,29460,17-00000-20200616
State,2020/06/17,17,IL,,,2863997,9877083,47587515,13807682,11334744,5333490,6657800,6769914,2480923,717192,367736,90629,27405,17-00000-20200617
State,2020/06/18,17,IL,,,2885559,9855521,46534840,13357743,11043141,5209762,6580864,6670852,2427851,736451,387488,92144,28544,17-00000-20200618
State,2020/06/19,17,IL,,,2806992,9934088,46027719,12871814,11031631,5282941,6576926,6549557,2455132,748904,394181,83664,32969,17-00000-20200619
State,2020/06/20,17,IL,,,3065868,9675212,43549200,12404173,10969581,5220877,6110740,5652491,2042418,678590,358484,78542,33304,17-00000-20200620
State,2020/06/21,17,IL,,,3416481,9324599,37726258,10808504,9446344,4405615,5236947,4890727,1818770,654298,346905,85820,32328,17-00000-20200621
State,2020/06/22,17,IL,,,3146213,9594867,39754191,11026803,9374732,4474957,5685863,5827927,2220745,672728,354634,81696,34106,17-00000-20200622
State,2020/06/23,17,IL,,,2915592,9825488,44990415,12627284,10624249,5090411,6455489,6617957,2423647,679535,351242,87484,33117,17-00000-20200623
State,2020/06/24,17,IL,,,3134646,9606434,42020531,11858161,9802652,4719619,6003144,6190259,2323472,665331,341499,85430,30964,17-00000-20200624
State,2020/06/25,17,IL,,,2980439,9760641,44756004,12610790,10609684,5066103,6392763,6508544,2385135,703747,357424,88829,32985,17-00000-20200625
State,2020/06/26,17,IL,,,3057225,9683855,42102398,11478182,10088246,4747853,6036751,6195103,2321337,715331,392793,91633,35169,17-00000-20200626
State,2020/06/27,17,IL,,,3122042,9619038,44552093,12563959,11176549,5320055,6462218,5823091,2069928,681087,345383,79031,30792,17-00000-20200627
State,2020/06/28,17,IL,,,3261300,9479780,39354796,11065746,9809479,4663449,5567524,5156850,1883066,699005,381029,89436,39212,17-00000-20200628
State,2020/06/29,17,IL,,,3071039,9670041,42076379,11528078,9990090,4782273,6072133,6288786,2320768,652331,324073,80352,37495,17-00000-20200629
State,2020/06/30,17,IL,,,3019996,9721084,41251151,11194862,9637931,4699680,5995970,6199551,2357538,674621,344131,95065,51802,17-00000-20200630
State,2020/07/01,17,IL,,,2948939,9792141,42754592,11987213,10137141,4792664,6033601,6255841,2347062,694207,364350,93582,48931,17-00000-20200701
State,2020/07/02,17,IL,,,3163360,9577720,47504194,13385140,11261158,5377180,6785299,6908197,2531593,746962,379369,94283,35013,17-00000-20200702
State,2020/07/03,17,IL,,,3380499,9360581,41865208,11413516,10031414,4721103,6002740,6160199,2308259,711300,390581,91119,34977,17-00000-20200703
State,2020/07/04,17,IL,,,3628725,9112355,35816685,9764539,8582117,4039018,5135490,5270199,1974772,608532,334146,77953,29919,17-00000-20200704
State,2020/07/05,17,IL,,,3321373,9419707,37060064,10348154,9171413,4414230,5205040,4839600,1773890,705985,443109,98918,59725,17-00000-20200705
State,2020/07/06,17,IL,,,3222430,9518650,39686801,10709093,9584205,4660804,5700434,5745757,2160941,660723,336358,79460,49026,17-00000-20200706
State,2020/07/07,17,IL,,,3181128,9559952,39745357,10778252,9435019,4549680,5770351,5904319,2215864,642035,323829,80188,45820,17-00000-20200707
State,2020/07/08,17,IL,,,3136834,9604246,40179522,10971621,9451565,4621758,5717798,5983348,2280255,679185,338180,86900,48912,17-00000-20200708
State,2020/07/09,17,IL,,,3120700,9620380,40577603,11171966,9505104,4579718,5803576,6020832,2301381,699494,362418,88762,44352,17-00000-20200709
State,2020/07/10,17,IL,,,3023946,9717134,42583580,11522604,10150759,4959864,6164138,6259368,2290015,726943,377172,84207,48510,17-00000-20200710
State,2020/07/11,17,IL,,,3237943,9503137,40874410,11468930,10044108,4830643,5840066,5510530,2000195,697987,350585,81853,49513,17-00000-20200711
State,2020/07/12,17,IL,,,3420640,9320440,36581384,10140371,9115828,4360699,5227130,4789864,1772470,666100,366985,86503,55434,17-00000-20200712
State,2020/07/13,17,IL,,,3131778,9609302,39912608,10765459,9467034,4584411,5848705,5927500,2231562,640888,323578,75849,47622,17-00000-20200713
State,2020/07/14,17,IL,,,3185011,9556069,40667272,10981309,9738830,4690896,5900155,6063236,2225950,640907,310318,75198,40473,17-00000-20200714
State,2020/07/15,17,IL,,,3125308,9615772,40089122,10759391,9600485,4605236,5786266,6050641,2237782,632853,311994,70440,34034,17-00000-20200715
State,2020/07/16,17,IL,,,3152040,9589040,41842101,11436177,9919813,4793802,6057049,6256431,2292916,644098,334111,77581,30123,17-00000-20200716
State,2020/07/17,17,IL,,,3096940,9644140,42443224,11389616,10186950,4949707,6204094,6268224,2312948,679279,348015,74954,29437,17-00000-20200717
State,2020/07/18,17,IL,,,3374949,9366131,40156408,10994621,10038061,4779406,5802133,5495525,1956952,648365,333367,75139,32839,17-00000-20200718
State,2020/07/19,17,IL,,,3676261,9064819,33703673,9040389,8510714,4070066,4831200,4510034,1654447,597364,366327,81999,41133,17-00000-20200719
State,2020/07/20,17,IL,,,3348266,9392814,40588332,10856893,9762693,4710167,5925378,6113711,2201734,634562,290814,66067,26313,17-00000-20200720
State,2020/07/21,17,IL,,,3277967,9463113,39561263,10428424,9295040,4535143,5804497,6111230,2272713,674304,325877,73982,40053,17-00000-20200721
State,2020/07/22,17,IL,,,3210100,9530980,40630840,10910766,9577801,4678052,5891769,6141825,2297980,673764,337169,78842,42872,17-00000-20200722
State,2020/07/23,17,IL,,,3233200,9507880,39825192,10663799,9283638,4499397,5787552,6105401,2307326,689990,356946,86188,44955,17-00000-20200723
State,2020/07/24,17,IL,,,3062431,9678649,43302765,11578459,10301342,4984779,6302925,6470083,2387791,758110,390989,84629,43658,17-00000-20200724
State,2020/07/25,17,IL,,,3353844,9387236,40066768,10946274,9741930,4739457,5840502,5578940,2030987,717234,352423,77209,41812,17-00000-20200725
State,2020/07/26,17,IL,,,3463854,9277226,38545568,10258135,9435290,4605173,5560149,5300031,2023574,773851,438281,94641,56443,17-00000-20200726
State,2020/07/27,17,IL,,,3379213,9361867,40164023,10552651,9430185,4631480,5867554,6101853,2345140,716033,370797,89218,59112,17-00000-20200727
State,2020/07/28,17,IL,,,3208438,9532642,42222758,11210832,9796066,4847582,6150885,6491686,2476000,732522,369772,93858,53555,17-00000-20200728
State,2020/07/29,17,IL,,,3241125,9499955,41787513,10969126,9774968,4780782,6102018,6471821,2441589,739664,365821,89423,52301,17-00000-20200729
State,2020/07/30,17,IL,,,3134372,9606708,41650878,10838219,9695248,4757867,6095847,6444959,2479440,765515,412868,100432,60483,17-00000-20200730
State,2020/07/31,17,IL,,,3151260,9589820,42139543,11019912,9933687,4851423,6135700,6376391,2450911,780198,427668,102549,61104,17-00000-20200731
State,2020/08/01,17,IL,,,3429656,9311424,39896070,10675004,9780150,4703746,5741268,5620846,2100547,708633,400867,99563,65446,17-00000-20200801
State,2020/08/02,17,IL,,,3509701,9231379,38611955,10471901,9553331,4590872,5501690,5239694,1969033,718791,420759,93461,52423,17-00000-20200802
State,2020/08/03,17,IL,,,3254030,9487050,41697389,11251203,9938592,4742235,6010161,6250503,2371811,682291,336705,77657,36231,17-00000-20200803
State,2020/08/04,17,IL,,,3075064,9666016,44252035,12259541,10521526,5069850,6313564,6599452,2404476,662601,319413,72854,28758,17-00000-20200804
State,2020/08/05,17,IL,,,3057518,9683562,44381242,12311328,10533167,5020874,6354080,6655350,2408847,666682,322127,77121,31666,17-00000-20200805
State,2020/08/06,17,IL,,,3041488,9699592,44578308,12366829,10516835,5002392,6338998,6709808,2465019,703414,355110,84660,35243,17-00000-20200806
State,2020/08/07,17,IL,,,2977214,9763866,44526344,11895489,10732646,5133025,6442610,6644026,2456580,726744,378275,82095,34854,17-00000-20200807
State,2020/08/08,17,IL,,,3187678,9553402,41429451,10801964,10369776,5023576,6116555,5862506,2112466,680930,344916,80118,36644,17-00000-20200808
State,2020/08/09,17,IL,,,3408311,9332769,39603770,10213951,10082535,4817154,5748096,5476764,2014314,705416,401178,99613,44749,17-00000-20200809
State,2020/08/10,17,IL,,,3169158,9571922,43278042,11156439,10573381,4993254,6306537,6610720,2491214,687615,336425,84825,37632,17-00000-20200810
State,2020/08/11,17,IL,,,3130763,9610317,45956341,12148121,11193290,5386152,6640761,6883670,2571621,688781,327542,82699,33704,17-00000-20200811
State,2020/08/12,17,IL,,,3030994,9710086,43026955,11069720,10288691,4964205,6263884,6603653,2534650,708701,367586,110396,115469,17-00000-20200812
State,2020/08/13,17,IL,,,2899581,9841499,43875545,11213206,10437776,5100279,6400694,6709204,2562412,767073,411131,127741,146029,17-00000-20200813
State,2020/08/14,17,IL,,,2761949,9979131,47020505,11914589,11275523,5509978,6959570,7136712,2676311,808764,464156,127767,147135,17-00000-20200814
State,2020/08/15,17,IL,,,3003185,9737895,43391366,10998056,10780237,5274520,6435521,6185099,2292564,748151,406360,115266,155592,17-00000-20200815
State,2020/08/16,17,IL,,,3382032,9359048,39787709,9868264,9840012,4785007,5862135,5608761,2157318,805749,496319,153504,210640,17-00000-20200816
State,2020/08/17,17,IL,,,3314597,9426483,42297105,10518975,10005681,4895272,6193219,6563010,2570773,770777,417343,149552,212503,17-00000-20200817
State,2020/08/18,17,IL,,,3165066,9576014,40970801,10004159,9513207,4702592,6069995,6530360,2571871,775268,425884,153710,223755,17-00000-20200818
State,2020/08/19,17,IL,,,3055646,9685434,43796249,11165138,10248649,4971909,6364627,6830909,2646752,779621,436412,148249,203983,17-00000-20200819
State,2020/08/20,17,IL,,,2926014,9815066,43276402,10780543,10140000,4984388,6320482,6819819,2650226,771352,441492,152939,215161,17-00000-20200820
State,2020/08/21,17,IL,,,2797319,9943761,46664281,11815199,11125234,5407558,6859287,7094900,2700957,843083,475837,146278,195948,17-00000-20200821
State,2020/08/22,17,IL,,,3023637,9717443,44153123,11165268,10840968,5293730,6506457,6390431,2400399,795326,416915,138394,205235,17-00000-20200822
State,2020/08/23,17,IL,,,3512303,9228777,34555619,8591590,8654851,4153538,5109293,4900809,1824792,654471,384841,122610,158824,17-00000-20200823
State,2020/08/24,17,IL,,,3386004,9355076,38025968,9389326,9190118,4441236,5625294,5887105,2263749,640552,323862,112362,152364,17-00000-20200824
State,2020/08/25,17,IL,,,3210171,9530909,40046213,9912946,9598092,4661399,5946123,6316300,2387007,649199,325262,109444,140441,17-00000-20200825
State,2020/08/26,17,IL,,,3311366,9429714,38811276,9464249,9350841,4538077,5779918,6126342,2360068,654750,334200,103588,99243,17-00000-20200826
State,2020/08/27,17,IL,,,3311076,9430004,39202822,9553813,9483462,4578156,5838118,6152423,2418849,653072,357101,100006,67822,17-00000-20200827
State,2020/08/28,17,IL,,,3228608,9512472,40639624,9856066,9881583,4796408,6055373,6327693,2432624,712040,403894,103217,70726,17-00000-20200828
State,2020/08/29,17,IL,,,3352187,9388893,41566219,10528534,10392769,5024190,6177219,5990423,2230511,704169,351746,96458,70200,17-00000-20200829
